path,model_name,label
./fake/en/tts_models_en_ljspeech_vits--neon/rinkitink_baum_22_64kb_f000013.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/ozma_of_oz_01_f000035.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/ozma_of_oz_03_f000071.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/pink_fairy_book_10_f000159.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/the_sea_fairies_05_f000095.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_14_f000244.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/dorothy_and_wizard_oz_04_f000003.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_07_f000093.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/northandsouth_34_f000079.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/piratesofersatz_03_leinster_64kb_f000103.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/pink_fairy_book_32_f000135.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/poisoned_pen_01_f000031.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_12_f000143.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_23_f000081.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_49_f000167.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_17_f000019.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/the_sea_fairies_13_f000136.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_53_f000063.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/ozma_of_oz_09_f000057.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/the_sea_fairies_05_f000019.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/northandsouth_05_f000066.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_17_f000056.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/dorothy_and_wizard_oz_11_f000076.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_60_f000034.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/northandsouth_27_f000073.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/poisoned_pen_04_f000281.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/northandsouth_25_f000172.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/pink_fairy_book_36_f000146.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_44_f000188.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/northandsouth_26_f000074.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_19_f000052.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_29_f000137.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/northandsouth_40_f000250.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/hunters_space_14_f000102.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/silent_bullet_12_f000083.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/hunters_space_11_f000062.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_31_f000121.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_04_f000263.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/rinkitink_baum_22_64kb_f000041.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_46_f000154.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_07_f000135.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/piratesofersatz_02_leinster_64kb_f000090.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_60_f000057.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/silent_bullet_06_f000072.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/the_sea_fairies_15_f000047.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_35_f000019.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/piratesofersatz_02_leinster_64kb_f000144.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/silent_bullet_06_f000086.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/skyisland_07_baum_64kb_f000002.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_03_f000140.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/pink_fairy_book_32_f000183.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/silent_bullet_13_f000082.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_06_f000108.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/the_sea_fairies_20_f000082.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/northandsouth_34_f000004.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/silent_bullet_07_f000254.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/skyisland_24_baum_64kb_f000100.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_19_f000021.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/hunters_space_11_f000045.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/northandsouth_11_f000123.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/the_sea_fairies_14_f000050.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_23_f000175.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_06_f000168.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_17_f000372.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_26_f000134.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_29_f000273.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/northandsouth_21_f000138.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/northandsouth_42_f000133.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/the_sea_fairies_03_f000060.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/skyisland_08_baum_64kb_f000029.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/poisoned_pen_09_f000087.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/pink_fairy_book_31_f000005.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/rinkitink_baum_22_64kb_f000004.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/the_sea_fairies_10_f000014.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/poisoned_pen_07_f000371.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/northandsouth_30_f000108.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_27_f000428.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/northandsouth_46_f000207.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_47_f000002.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/northandsouth_49_f000020.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/emerald_city_of_oz_20_f000019.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_55_f000078.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/midnight_passenger_09_f000243.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_45_f000115.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/pink_fairy_book_05_f000038.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_20_f000302.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/northandsouth_05_f000026.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/hunters_space_14_f000087.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/skyisland_06_baum_64kb_f000013.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/piratesofersatz_01_leinster_64kb_f000228.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/northandsouth_51_f000014.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/midnight_passenger_08_f000132.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/dorothy_and_wizard_oz_03_f000095.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/piratesofersatz_06_leinster_64kb_f000041.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_06_f000026.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/silent_bullet_05_f000245.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/dorothy_and_wizard_oz_09_f000033.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_05_f000094.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/northandsouth_50_f000101.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/the_sea_fairies_07_f000105.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/silent_bullet_06_f000118.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/emerald_city_of_oz_19_f000009.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_28_f000025.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_11_f000146.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/ozma_of_oz_04_f000035.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_01_f000020.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_08_f000257.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_04_f000084.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_23_f000009.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/the_sea_fairies_14_f000005.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_15_f000048.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_31_f000097.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/northandsouth_25_f000211.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_54_f000193.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/midnight_passenger_02_f000026.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/midnight_passenger_12_f000169.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_04_f000166.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/the_master_key_08_f000023.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/rinkitink_baum_13_64kb_f000046.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/poisoned_pen_04_f000152.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/skyisland_28_baum_64kb_f000020.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/poisoned_pen_04_f000131.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/hunters_space_08_f000081.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/poisoned_pen_11_f000098.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_20_f000078.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_46_f000047.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/poisoned_pen_06_f000224.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_32_f000202.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/midnight_passenger_14_f000211.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/pink_fairy_book_12_f000070.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/rinkitink_baum_01_64kb_f000104.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/pink_fairy_book_15_f000015.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/the_sea_fairies_19_f000003.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/poisoned_pen_02_f000044.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/northandsouth_30_f000097.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_37_f000146.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_04_f000089.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/pink_fairy_book_29_f000043.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/poisoned_pen_10_f000060.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_05_f000201.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits/northandsouth_02_f000115.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_52_f000126.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/piratesofersatz_04_leinster_64kb_f000015.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/wives_and_daughters_01_f000128.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/dorothy_and_wizard_oz_13_f000065.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_34_f000449.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/the_master_key_03_f000039.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/jane_eyre_33_f000210.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_10_f000227.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/midnight_passenger_11_f000121.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/pink_fairy_book_07_f000055.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/jane_eyre_35_f000169.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits/northandsouth_47_f000076.wav,tts_models/en/ljspeech/vits,0
./fake/en/tts_models_en_ljspeech_vits--neon/hunters_space_18_f000022.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/pink_fairy_book_12_f000186.wav,tts_models/en/ljspeech/vits--neon,1
./fake/en/tts_models_en_ljspeech_vits--neon/emerald_city_of_oz_25_f000001.wav,tts_models/en/ljspeech/vits--neon,1
